,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,flightpath,distanceAt,cartX,cartY,trueAnomadj,dif
1091,MMS-1 ,NR,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,,Elliptical,,99.0,1375,70009,0.816,28.9,1433.0,1360.0,,,2015-03-13,3.0,NASA/Goddard Space Flight Center,USA,Cape Canaveral,Atlas 5,2015-011A,40482,4 satellites in a tetrahedral formation - gather information about the microphysics of magnetic reconnection energetic particle acceleration and turbulence processes that occur in many astrophysical plasmas,2015,3,13,(Magnetospheric Multiscale Mission),1.7278759594743862,76380,7746,84126,42063.0,68634,48647.280705091835,24323.640352545917,7.318439703718314e-05,85854.16511646954,85980.0,23609.895407029122,238.48379199019317,23609.895407029122,1.727875959474386,34317.0,3.1406384621617582,3.141288924401404,0.0013469718115586243,70015.39237459093,42062.99223925729,-14.775598177179416,6.282577848802808,0.0
1092,MMS-2 ,NR,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,,Elliptical,,332.0,1357,70117,0.816,29.0,1433.0,1360.0,,,2015-03-13,3.0,NASA/Goddard Space Flight Center,USA,Cape Canaveral,Atlas 5,2015-011B,40483,,2015,3,13,(Magnetospheric Multiscale Mission),5.794493116621174,76488,7728,84216,42108.0,68760,48625.066128489736,24312.533064244868,7.306711227517612e-05,85991.9752065286,85980.0,79303.71046824305,238.86659779591278,79303.71046824304,5.794493116621173,34380.0,4.4239437064940805,2.675084914347345,0.9344217018078022,45511.153250923286,25071.692719694907,-19533.152194623286,5.35016982869469,0.0
1093,MMS-3 ,NR,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,,Elliptical,,228.0,1429,70045,0.815,29.0,1433.0,1360.0,,,2015-03-13,3.0,NASA/Goddard Space Flight Center,USA,Cape Canaveral,Atlas 5,2015-011C,40484,,2015,3,13,(Magnetospheric Multiscale Mission),3.9793506945470716,76416,7800,84216,42108.0,68616,48828.05750795335,24414.028753976676,7.306711227517612e-05,85991.9752065286,85980.0,54461.58429746812,238.86659779591278,54461.584297468115,3.9793506945470716,34308.0,3.587422402554301,2.9971025181139033,0.545173056978374,66700.54277035165,40361.99056050511,-6957.3860737989735,5.9942050362278065,0.0
1094,MMS-4 ,NR,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,,Elliptical,,215.0,1317,70157,0.8170000000000001,29.0,1433.0,1360.0,,,2015-03-13,3.0,NASA/Goddard Space Flight Center,USA,Cape Canaveral,Atlas 5,2015-011D,40485,,2015,3,13,(Magnetospheric Multiscale Mission),3.7524578917878086,76528,7688,84216,42108.0,68840,48511.74142411299,24255.870712056494,7.306711227517612e-05,85991.9752065286,85980.0,51356.31852612125,238.86659779591278,51356.31852612125,3.7524578917878086,34420.0,3.4717253898357487,3.035959015948223,0.43055520359147537,68281.49196359726,41171.76876425426,-5086.435871701026,6.071918031896446,0.0
1109,Navstar GPS IIF-1 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,46.0,20188,20224,0.000677,55.0,718.94,1630.0,,,2010-05-28,12.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2010-022A,36585,First in the IIF series.,2010,5,28,(Navstar SVN 62 PRN 25 USA 213),0.8028514559173916,26595,26559,53154,26577.0,36,53153.987809006394,26576.993904503197,0.00014571690236671035,43119.12485874395,43136.4,5509.665954172839,119.7753468298443,5509.665954172838,0.8028514559173914,18.0,0.8033386780948771,0.8038260147961764,0.000487222192775099,20193.50757716794,-979.292275669063,26558.945613083342,1.6076520295923529,0.0
1110,Navstar GPS IIF-10 ,NR,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,63.0,20446,20459,0.000242,54.9,728.96,1630.0,,1136.0,2015-07-15,12.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2015-033A,40730,,2015,7,15,(Navstar SVN 72 PRN 8 USA 262),1.0995574287564276,26830,26817,53647,26823.5,13,53646.9984248886,26823.4992124443,0.00014371288157127922,43720.404451449474,43737.600000000006,7651.070779003658,121.44556792069298,7651.070779003658,1.0995574287564276,6.5,1.0997730760275197,1.0999887351376751,0.00021564726905012467,20449.554264695602,-15785.171119238861,21687.05829217127,2.1999774702753503,0.0
1111,Navstar GPS IIF-11 ,NR,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,3.0,20426,20486,0.00112,55.0,97.7,1630.0,,,2015-10-31,12.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2015-062A,41019,,2015,10,31,(Navstar SVN 73 PRN 10 USA 265),0.05235987755982989,26857,26797,53654,26827.0,60,53653.96645169861,26826.983225849304,0.0001436847581128647,43728.96185859971,5862.0,364.40801548833093,121.4693384961103,364.4080154883309,0.052359877559829876,30.0,0.05241855946448309,0.052477274222535425,5.868194129022303e-05,20425.99502965656,26679.379747702427,2810.4475444887144,0.10495454844507085,0.0
1112,Navstar GPS IIF-12 ,NR (12/16),USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,238.0,20175,20188,0.000245,55.0,717.9,1630.0,,,2016-02-05,12.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2016-007A,41328,,2016,2,5,(Navstar SVN 70 PRN 32 USA 266),4.153883619746504,26559,26546,53105,26552.5,13,53104.9984088127,26552.49920440635,0.0001459186284286367,43059.51457220869,43074.0,28467.123522737966,119.6097627005797,28467.123522737966,4.153883619746504,6.5,4.153675874934501,2.129717163565592,0.00020774481076675996,20184.948462934273,-11620.014992826274,-23874.892118248335,4.259434327131184,0.0
1113,Navstar GPS IIF-2 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,24.0,20451,20464,0.000242,55.03,729.18,1630.0,,,2011-07-16,12.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2011-036A,37753,,2011,7,16,(Navstar SVN 63 PRN 01 USA 232),0.4188790204786391,26835,26822,53657,26828.5,13,53656.99842518215,26828.499212591076,0.00014367270800991972,43732.62948969939,43750.799999999996,2915.5086326466267,121.4795263602761,2915.508632646626,0.41887902047863906,6.5,0.4189774725118421,0.41907593542944527,9.845203529072658e-05,20451.569068871508,17943.91711243948,19944.52876260029,0.8381518708588905,0.0
1114,Navstar GPS IIF-3 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,288.0,20174,20191,0.00032,54.95,718.0,1630.0,,1136.0,2012-10-04,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2012-053A,38833,Will replace 2A-21.,2012,10,4,(Navstar SVN 65 PRN 24 USA 239),5.026548245743669,26562,26545,53107,26553.5,17,53106.997279078016,26553.498639539008,0.0001459103856025722,43061.94710699759,43080.0,34449.557685598076,119.61651974165997,34449.55768559807,5.026548245743669,8.5,5.026243877560873,1.2572458128282893,0.00030436817488293914,20179.876705311086,-21501.219319770145,15581.588658895089,2.5144916256565786,0.0
1115,Navstar GPS IIF-4 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,179.0,20184,20247,0.00118,55.09,719.32,1630.0,,1136.0,2013-05-15,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2013-023A,39166,,2013,5,15,(Navstar SVN 66 PRN 27 USA 242),3.12413936106985,26618,26555,53173,26586.5,63,53172.962678413925,26586.481339206963,0.00014563880707944808,43142.24644638855,43159.200000000004,21451.283649732082,119.83957346219042,21451.283649732086,3.12413936106985,31.5,3.124159930641049,3.1241804880923536,2.056958551202181e-05,20246.86730313736,26570.380452524892,-925.6693012270263,6.248360976184707,0.0
1116,Navstar GPS IIF-5 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,267.0,20457,20469,0.00022400000000000002,54.98,729.39,1630.0,,1136.0,2014-02-21,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2014-008A,39533,,2014,2,21,(Navstar SVN 64 PRN 30 USA 248),4.6600291028248595,26840,26828,53668,26834.0,12,53667.99865841841,26833.999329209204,0.0001436285387059359,43746.07834758897,43763.4,32445.008107795147,121.51688429885824,32445.00810779515,4.6600291028248595,6.0,4.659805412431454,1.6236035838210368,0.00022369038969017872,20463.315924514398,-26684.480133580484,-2828.7940187436775,3.2472071676420735,0.0
1117,Navstar GPS IIF-6 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,27.0,20174,20188,0.000264,55.05,717.92,1630.0,,1136.0,2014-05-17,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2014-026A,39741,,2014,5,17,(Navstar SVN 67 PRN 06 USA 251),0.47123889803846897,26559,26545,53104,26552.0,14,53103.99815456459,26551.999077282297,0.00014592275013270908,43058.29832199132,43075.2,3229.372374149349,119.60638422775368,3229.3723741493495,0.471238898038469,7.0,0.4713587797296577,0.4714786755223561,0.00011988169393067837,20174.754668169582,15596.570895198229,21488.50037154279,0.9429573510447122,0.0
1118,Navstar GPS IIF-7 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,120.0,20471,20476,9.31e-05,54.92,729.0,1630.0,,1136.0,2014-08-02,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2014-045A,40105,,2014,8,2,(Navstar SVN 68 PRN 09 USA 256),2.0943951023931953,26847,26842,53689,26844.5,5,53688.99976717764,26844.49988358882,0.0001435442783075296,43771.75726724875,43740.0,14590.585755749584,121.58821463124653,14590.585755749584,2.0943951023931953,2.5,2.0944757256052773,2.0945563469405046,8.062321199449004e-05,20474.74978597106,-13414.752069594755,-23252.346171344907,4.189112693881009,0.0
1119,Navstar GPS IIF-8 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,342.0,20155,20211,0.00105,54.97,718.02,1630.0,,1136.0,2014-10-29,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2014-068A,40294,,2014,10,29,(Navstar SVN 69 PRN 03 USA 258),5.969026041820607,26582,26526,53108,26554.0,56,53107.97047524976,26553.98523762488,0.0001459062644805545,43063.163391568916,43081.2,40910.00522199047,119.61989830991365,40910.00522199047,5.969026041820607,28.0,5.968701249636003,0.31480901203193773,0.0003247923351047744,20156.485727311403,21462.33657907754,15635.944254559907,0.6296180240638755,0.0
1120,Navstar GPS IIF-9 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,314.0,20445,20469,0.00044699999999999997,55.0,729.14,1630.0,,1136.0,2015-03-25,12.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4M,2015-013A,40534,,2015,3,25,(Navstar SVN 71 PRN 26 USA 260),5.480333851262195,26840,26816,53656,26828.0,24,53655.99463247327,26827.997316236633,0.00014367672452375108,43731.40693460699,43748.4,38143.50493740721,121.4761303739083,38143.504937407204,5.480333851262194,12.0,5.480012206496789,0.8034947953733029,0.0003216447698118743,20448.67235131039,-970.7809067781453,26810.42753518835,1.6069895907466059,0.0
1121,Navstar GPS IIR-10 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,324.0,19963,20327,0.00686,55.1,716.47,2217.0,980.0,1136.0,2003-12-21,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,2003-058A,28129,,2003,12,21,(Navstar SVN 47 PRN 22 USA 175),5.654866776461628,26698,26334,53032,26516.0,364,53030.7507772613,26515.37538863065,0.00014622002356971423,42970.75840768083,42988.200000000004,38673.68256691274,119.36321779911341,38673.68256691274,5.654866776461628,182.0,5.650812066572538,0.6364392089785497,0.00405474986895562,19998.27473285938,7783.25393940259,25347.36562412638,1.2728784179570993,0.0
1122,Navstar GPS IIR-11 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,262.0,20089,20276,0.00352,55.0,717.98,2217.0,980.0,1136.0,2004-03-20,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,2004-009A,28190,Precise position data (accurate to within 16 m) to military and civilian users worldwide; constellation of 28 operational satellites; 6 orbit planes; corporate vehicle fleet tracking surveying recreational use; nuclear detonation detection sensors.,2004,3,20,(Navstar SVN 59 PRN 19 USA 177),4.572762640225143,26647,26460,53107,26553.5,187,53106.67076742808,26553.33538371404,0.0001459103856025722,43061.94710699759,43078.8,31339.528172314913,119.61651974165997,31339.528172314913,4.572762640225143,93.5,4.5692786034155795,1.7173898523642748,0.003484023144629887,20195.83067422558,-25420.400182108184,-7674.039786583129,3.4347797047285495,0.0
1123,Navstar GPS IIR-12 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,251.0,20072,20292,0.00414,55.37,717.96,2217.0,980.0,1136.0,2004-06-23,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,2004-023A,28361,,2004,6,23,(Navstar SVN 60 PRN 23 USA 178),4.380776422505767,26663,26443,53106,26553.0,220,53105.54430565607,26552.772152828034,0.00014591450691859532,43060.73083387748,43077.600000000006,30022.898442509024,119.61314120521523,30022.898442509024,4.380776422505767,110.0,4.3768672445966725,1.9102245598041703,0.0039091616011559735,20218.19556505188,-20665.96773066586,-16672.576770738302,3.8204491196083405,0.0
1124,Navstar GPS IIR-13 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,8.0,19938,20426,0.00919,54.8,718.0,2217.0,980.0,1136.0,2004-11-06,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,2004-045A,28474,,2004,11,6,(Navstar SVN 61 PRN 02 USA 180),0.13962634015954636,26797,26309,53106,26553.0,488,53103.757795470556,26551.878897735278,0.00014591450691859532,43060.73083387748,43080.0,956.9051296417218,119.61314120521523,956.9051296417218,0.13962634015954636,244.0,3.033501006947736,3.034487948165734,0.0009914705313074153,20424.597904421957,25946.124786559078,-5644.2649867275395,6.068975896331468,0.0
1125,Navstar GPS IIR-2 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,9.0,20123,20247,0.00233,54.9,718.09,2217.0,980.0,1136.0,1997-07-23,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,1997-035A,24876,,1997,7,23,(Navstar SVN 43 PRN 13 USA 132),0.15707963267948966,26618,26494,53112,26556.0,124,53111.85524908728,26555.92762454364,0.00014588978193228258,43068.02864436415,43085.4,1076.700716109104,119.63341290101154,1076.700716109104,0.15707963267948966,62.0,0.1574449657290342,0.15781072007996863,0.0003653340006304348,20123.88985013933,25244.230872928558,8243.153113620674,0.31562144015993726,0.0
1126,Navstar GPS IIR-3 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,209.0,20096,20268,0.00324,53.0,717.97,2217.0,980.0,1136.0,1999-10-07,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,1999-055A,25933,,1999,10,7,(Navstar SVN 46 PRN 11 USA 145),3.6477381366681487,26639,26467,53106,26553.0,172,53105.72146200445,26552.860731002223,0.00014591450691859532,43060.73083387748,43078.200000000004,24999.146511889983,119.61314120521523,24999.146511889983,3.6477381366681487,86.0,3.646171792155275,2.638577643288009,0.0015663495282770884,20257.3102760919,14211.654872638666,-22429.56525280913,5.277155286576018,0.0
1127,Navstar GPS IIR-4 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,290.0,20133,20234,0.0019,54.9,718.03,2217.0,980.0,1136.0,2000-05-11,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,2000-025A,26360,,2000,5,11,(Navstar SVN 51 PRN 20 USA 150),5.061454830783556,26605,26504,53109,26554.5,101,53108.903961576914,26554.451980788457,0.00014590214355252948,43064.37968759135,43081.799999999996,34690.75030389303,119.62327690997596,34690.75030389303,5.061454830783557,50.5,5.059668253817975,1.2253042064435684,0.0017865754395131432,20166.32860018654,-20463.405839750474,16923.04511349696,2.450608412887137,0.0
1128,Navstar GPS IIR-5 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,204.0,20184,20427,0.00455,55.0,722.98,2217.0,980.0,1136.0,2000-07-16,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,2000-040A,26407,,2000,7,16,(Navstar SVN 44 PRN 28 USA 151),3.5604716740684323,26798,26555,53353,26676.5,243,53352.446616814115,26676.223308407058,0.00014490240438179243,43361.49792673208,43378.8,24571.515491814847,120.44860535203355,24571.515491814844,3.560471674068432,121.5,3.5586286829778704,2.726395795643799,0.0018430049427530055,20416.475187169042,17995.57135323007,-19692.308637038685,5.452791591287598,0.0
1129,Navstar GPS IIR-6 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,81.0,20177,20498,0.00601,55.0,724.28,2217.0,980.0,1136.0,2000-11-10,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,2000-071A,26605,,2000,11,10,(Navstar SVN 41 PRN 14 USA 154),1.413716694115407,26869,26548,53417,26708.5,321,53416.03549497098,26708.01774748549,0.0001446420665991494,43439.543245689056,43456.799999999996,9773.897230280038,120.66539790469182,9773.897230280038,1.4137166941154071,160.5,2.9747179524641183,2.975713280654819,0.000998286395711564,20495.788279822726,25252.111438080847,-8698.971628982268,5.951426561309638,0.0
1130,Navstar GPS IIR-7 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,237.0,20104,20266,0.00305,55.0,718.09,2217.0,980.0,1136.0,2001-01-30,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,2001-004A,26690,,2001,1,30,(Navstar SVN 54 PRN 18 USA 156),4.136430327226561,26637,26475,53112,26556.0,162,53111.7529366147,26555.87646830735,0.00014588978193228258,43068.02864436415,43085.4,28353.118857539735,119.63341290101154,28353.118857539735,4.136430327226561,81.0,4.133876624075908,2.1518602548694514,0.002553701141291787,20229.286800297206,-10553.03046160293,-24369.020480321808,4.303720509738903,0.0
1131,Navstar GPS IIR-8 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,144.0,20155,20344,0.00355,55.0,720.71,2217.0,980.0,1136.0,2003-01-29,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,2003-005A,27663,,2003,1,29,(Navstar SVN 56 PRN 16 USA 166),2.5132741228718345,26715,26526,53241,26620.5,189,53240.66453379409,26620.332266897047,0.0001453598789222313,43225.031238097974,43242.600000000006,17290.01249523919,120.06953121693881,17290.01249523919,2.5132741228718345,94.5,2.856959402293469,2.857954569443352,0.0009968653972443203,20340.200427709333,22450.870312804997,-14304.08557051261,5.715909138886704,0.0
1132,Navstar GPS IIR-9 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,55.0,20063,20433,0.00695,54.9,720.65,2217.0,980.0,1136.0,2003-03-31,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,2003-010A,27704,,2003,3,31,(Navstar SVN 45 PRN 21 USA 168),0.9599310885968813,26804,26434,53238,26619.0,370,53236.71424872125,26618.357124360624,0.00014537216579758516,43221.37785254045,43239.0,6603.266060804791,120.05938292372346,6603.26606080479,0.959931088596881,185.0,2.997469547274784,2.9984643297216316,0.000998215322274505,20431.083991281037,25535.80844924552,-7516.04411372704,5.996928659443263,0.0
1133,Navstar GPS IIR-M-1 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,3.0,20142,20221,0.00149,55.08,717.95,2217.0,980.0,1136.0,2005-09-26,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,2005-038A,28874,Two more military and one civilian channels that earlier versions.,2005,9,26,(Navstar SVN 53 PRN 17 USA 183),0.05235987755982989,26592,26513,53105,26552.5,79,53104.94123902219,26552.470619511096,0.0001459186284286367,43059.51457220869,43077.0,358.82928810173905,119.6097627005797,358.82928810173905,0.05235987755982988,39.5,0.05243797433936028,0.05251612930740922,7.809686582517044e-05,20141.991156850912,26406.173986387665,2783.741098144204,0.10503225861481844,0.0
1134,Navstar GPS IIR-M-2 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,21.0,20020,20342,0.00606,54.94,717.93,2060.0,,,2006-09-25,10.0,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2006-042A,29486,,2006,9,25,(Navstar SVN 52 PRN 31 USA 190),0.3665191429188092,26713,26391,53104,26552.0,322,53103.023755714705,26551.511877857352,0.00014592275013270908,43058.29832199132,43075.799999999996,2511.7340687828273,119.60638422775368,2511.7340687828273,0.36651914291880927,161.0,2.9767267753356967,2.9777183878911235,0.0009945853125331086,20339.723307118744,25138.624237172528,-8547.256245973304,5.955436775782247,0.0
1135,Navstar GPS IIR-M-3 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,142.0,20206,20366,0.003,55.02,722.19,2060.0,,,2006-11-17,10.0,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2006-052A,29601,,2006,11,17,(Navstar SVN 58 PRN 12 USA 192),2.478367537831948,26737,26577,53314,26657.0,160,53313.759912427864,26656.879956213932,0.00014506143091689826,43313.9620053731,43331.4,17084.951679897167,120.31656112603638,17084.951679897167,2.478367537831948,80.0,2.8022530876640968,2.8032502725213293,0.0009985973382234425,20361.41063022546,20783.211095373237,-16692.851040546655,5.606500545042659,0.0
1136,Navstar GPS IIR-M-4 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,37.0,20149,20213,0.00121,54.8,717.93,2217.0,980.0,1136.0,2007-10-17,10.0,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2007-047A,32260,,2007,10,17,(Navstar SVN 55 PRN 15 USA 196),0.6457718232379019,26584,26520,53104,26552.0,64,53103.961434152916,26551.980717076458,0.00014592275013270908,43058.29832199132,43075.799999999996,4425.436216426886,119.60638422775368,4425.436216426886,0.6457718232379019,32.0,0.6465007237882099,0.6472299765423254,0.000728900761306337,20155.355602378382,7244.257934851579,25544.63707312383,1.2944599530846508,0.0
1137,Navstar GPS IIR-M-5 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,205.0,20150,20311,0.00303,54.96,719.92,2060.0,,,2007-12-20,10.0,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2007-062A,32384,,2007,12,20,(Navstar SVN 57 PRN 29 USA 199),3.5779249665883754,26682,26521,53203,26601.5,161,53202.75639475835,26601.378197379174,0.00014551564067241413,43178.76262747823,43195.2,24587.906496202882,119.94100729855064,24587.906496202882,3.577924966588376,80.5,3.576647940113787,2.7078126431839866,0.0012770305993616753,20303.594155378287,17202.91266559774,-20290.28900504727,5.415625286367973,0.0
1138,Navstar GPS IIR-M-6 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,43.0,20135,20152,0.000321,55.1,716.4,2217.0,980.0,1136.0,2008-03-15,10.0,Lockheed Martin,USA,Cape Canaveral,Delta 2,2008-012A,32711,,2008,3,15,(Navstar SVN 48 PRN 07 USA 201),0.7504915783575618,26523,26506,53029,26514.5,17,53028.99727507583,26514.498637537916,0.00014623243186351694,42967.1122001436,42984.0,5132.182846128264,119.35308944484333,5132.182846128263,0.7504915783575616,8.5,0.7507105512382088,0.7509295498196741,0.00021897288318005294,20137.276606849136,1826.3887032186317,26451.520611253494,1.5018590996393482,0.0
1139,Navstar GPS IIR-M-8 ,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,192.0,20160,20209,0.000923,55.12,718.07,2059.0,980.0,1136.0,2009-08-17,10.0,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2009-043A,35752,,2009,8,17,(Navstar SVN 50 PRN 05 USA 206),3.351032163829113,26580,26531,53111,26555.5,49,53110.97739639142,26555.48869819571,0.0001458939022784063,43066.812313989074,43084.200000000004,22968.96656746084,119.6300342055252,22968.96656746084,3.3510321638291134,24.5,3.35084043443758,2.93253651565621,0.00019172946732759223,20208.476084943297,24267.930949855636,-10782.486202293501,5.86507303131242,0.0
1179,O3b FM02,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,293.0,8063,8069,0.00020800000000000001,0.03,287.93,700.0,,1500.0,2013-06-25,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,2013-031C,39190,First of a new constellation in MEO. Provide links between ground stations lying in the range ±45° latitude.,2013,6,25,,5.113814708343385,14440,14434,28874,14437.0,6,28873.99937660178,14436.99968830089,0.0003639598106197862,17263.40415574996,17275.8,14050.49282676316,47.953900432638775,14050.49282676316,5.1138147083433845,3.0,5.113623227771843,1.1697535677550783,0.00019148056983322572,8064.827204365523,-10036.734299492788,10377.424003635328,2.3395071355101567,0.0
1180,O3b FM03,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,89.0,8060,8071,0.000381,0.09,287.92,650.0,,1500.0,2014-07-10,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-038A,40079,,2014,7,10,,1.5533430342749532,14442,14431,28873,14436.5,11,28872.997904616695,14436.498952308348,0.00036397871909632073,17262.50733224007,17275.2,4267.675423803796,47.95140925622242,4267.675423803796,1.5533430342749532,5.5,1.5537239787798476,1.5541049245052017,0.0003809444864751356,8065.406101414757,-14428.4566451771,481.84131676965313,3.1082098490104033,0.0
1181,O3b FM04,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,313.0,8062,8069,0.000242,0.04,287.93,700.0,,1500.0,2013-06-25,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,2013-031B,39189,First of a new constellation in MEO. Provide links between ground stations lying in the range ±45° latitude.,2013,6,25,,5.462880558742252,14440,14433,28873,14436.5,7,28872.999151456366,14436.499575728183,0.00036397871909632073,17262.50733224007,17275.8,15008.791097197618,47.95140925622242,15008.791097197618,5.462880558742251,3.5,5.462703541930967,0.8206587966654381,0.00017701681184555633,8063.117800353035,-1017.2366130432246,14400.616297016795,1.6413175933308761,0.0
