,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,flightpath,distanceAt,cartX,cartY,trueAnomadj,dif
644,Geotail ,Japan,Multinational,Institute of Space and Astronautical Science (ISAS)/NASA/ESA,Government,Space Science,,Elliptical,Deep Highly Eccentric,85.0,49551,191451,0.5589999999999999,9.39,2474.83,980.0,,273.0,1992-07-24,,NASA/Goddard Space Flight Center,USA,Cape Canaveral,Delta 2,1992-044A,22049,Study the dynamics of the Earth's magnetotail over a wide range of distance,1992,7,24,(Geomagnetic Tail Laboratory),1.4835298641951802,197822,55922,253744,126872.0,141900,210357.80835519274,105178.90417759637,1.3970764949187133e-05,449738.10167389316,148489.8,106188.16289522478,1249.2725046497033,106188.16289522477,1.48352986419518,70950.0,3.1402319159930814,3.140868933431474,0.0009173679941033841,191422.3823406922,126871.86709630818,-152.2401332071746,6.281737866862948,0.0
689,Glonass 701 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,314.0,19116,19146,0.000588,64.77,675.78,935.0,,1700.0,2011-02-26,10.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2,2011-009A,37372,Next generation. Will transmit more navigation signals. Five channels four in L1 andL2 bands and one for civilian aplications in the L3 band.,2011,2,26,(Glonass-K Cosmos 2471),5.480333851262195,25517,25487,51004,25502.0,30,51003.99117716181,25501.995588580907,0.0001550270571488002,40529.604462198964,40546.799999999996,35350.82166980688,112.58223461721934,35350.82166980687,5.480333851262194,15.0,5.479910706622308,0.8036978315879655,0.00042314464991013214,19120.588040710863,-933.1479167788899,25484.91738787212,1.607395663175931,0.0
690,Glonass 702 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,202.0,19103,19178,0.00147,64.83,676.15,935.0,,1700.0,2014-12-01,10.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2014-075A,40315,Also carries a COSPAS/SARSAT transponder.,2014,12,1,(Glonass K Cosmos 2501),3.5255650890285457,25549,25474,51023,25511.5,75,51022.94487777043,25511.472438885216,0.00015494047149560336,40552.25369155972,40569.0,22754.320126930736,112.64514914322146,22754.320126930736,3.5255650890285453,37.5,3.5250151668582914,2.758719688102314,0.0005499226257554251,19175.278881133552,18390.36203989228,-17681.361395422184,5.517439376204628,0.0
691,Glonass 714 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,90.0,19118,19125,0.00013700000000000002,64.8,675.39,1480.0,,1600.0,2005-12-25,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton K,2005-050A,28915,New Glonass-M type; Russia's version of the GPS system functions the same; there has been cooperation between the two; much scaled-back constellation,2005,12,25,(Cosmos 2419),1.5707963267948966,25496,25489,50985,25492.5,7,50984.99951946651,25492.499759733255,0.00015511372347673763,40506.95945108864,40523.4,10126.73986277216,112.51933180857955,10126.73986277216,1.5707963267948968,3.5,1.5709333267948968,1.571070326792754,0.00013699999914288237,19121.50047846873,-25492.496172250296,-13.969889059886796,3.142140653585508,0.0
692,Glonass 715 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,290.0,19130,19130,0.0,64.8,675.75,1480.0,,1600.0,2006-12-25,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton K,2006-062C,29672,,2006,12,25,(Glonass 35-1 Cosmos 2424),5.061454830783556,25501,25501,51002,25501.0,0,51002.0,25501.0,0.00015503617611924953,40527.22057816193,40545.0,32646.927687963776,112.57561271711646,32646.927687963773,5.061454830783555,0.0,5.061454830783555,1.2217304763960313,0.0,19130.0,-19534.89934397708,16391.726834616416,2.4434609527920625,0.0
693,Glonass 716 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,294.0,19130,19130,0.0,64.8,675.75,1480.0,,1600.0,2006-12-25,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton K,2006-062A,29670,,2006,12,25,(Glonass 35-2 Cosmos 2425),5.1312680008633285,25501,25501,51002,25501.0,0,51002.0,25501.0,0.00015503617611924953,40527.22057816193,40545.0,33097.23013883224,112.57561271711646,33097.23013883224,5.1312680008633285,0.0,5.1312680008633285,1.151917306316258,0.0,19130.0,-17063.49959275726,18950.936194499012,2.303834612632516,0.0
694,Glonass 717 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,63.0,19130,19130,0.0,64.8,675.75,1480.0,,1600.0,2006-12-25,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton K,2006-062B,29671,,2006,12,25,(Glonass 35-3 Cosmos 2426),1.0995574287564276,25501,25501,51002,25501.0,0,51002.0,25501.0,0.00015503617611924953,40527.22057816193,40545.0,7092.263601178337,112.57561271711646,7092.263601178337,1.0995574287564276,0.0,1.0995574287564276,1.0995574287564276,0.0,19130.0,-14989.111718710355,20630.742373555535,2.199114857512855,0.0
695,Glonass 719 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,122.0,19094,19171,0.00151,64.9,675.83,1480.0,,1600.0,2007-10-26,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton K,2007-052B,32276,,2007,10,26,(Glonass 36-2 Cosmos 2432),2.129301687433082,25542,25465,51007,25503.5,77,51006.94188049309,25503.470940246545,0.00015501338036915557,40533.18037589102,40549.8,13736.24446071862,112.59216771080838,13736.244460718623,2.129301687433082,38.5,2.418144448863883,2.419143463436051,0.0009995802281661651,19161.364520366107,3202.362876700653,-25301.619026776898,4.838286926872102,0.0
696,Glonass 720 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,243.0,19124,19133,0.000176,64.9,675.67,1480.0,,1600.0,2007-10-26,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton K,2007-052A,32275,,2007,10,26,(Glonass 36-3 Cosmos 2433),4.241150082346221,25504,25495,50999,25499.5,9,50998.99920586678,25499.49960293339,0.00015504985625125966,40523.64483974515,40540.2,27353.460266827977,112.5656801104032,27353.46026682798,4.241150082346221,4.5,4.240993277727018,2.0423488278045325,0.00015680461841864577,19130.538096410477,-14975.28813050967,-20638.925175317203,4.084697655609065,0.0
697,Glonass 721 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,20.0,19142,19378,0.0046,64.66,680.91,1480.0,,1600.0,2007-12-25,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2007-065A,32393,,2007,12,25,(Glonass 37-1 Cosmos 2435),0.3490658503988659,25749,25513,51262,25631.0,236,51261.45674871131,25630.728374355655,0.0001538581616930101,40837.51708743467,40854.6,2268.750949301926,113.43754746509632,2268.750949301926,0.3490658503988659,118.0,2.9231423009977475,2.924136971302753,0.0009969087147416783,19375.100580619346,23244.943329171045,-10798.995270361114,5.848273942605506,0.0
698,Glonass 723 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,215.0,19147,19365,0.00425,64.67,680.75,1480.0,,1600.0,2007-12-25,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2007-065C,32395,,2007,12,25,(Glonass 37-3 Cosmos 2436),3.7524578917878086,25736,25518,51254,25627.0,218,51253.53638530711,25626.768192653555,0.00015389418561277188,40827.957743571416,40845.0,24383.36365241071,113.41099373214283,24383.36365241071,3.752457891787809,109.0,3.750028649089587,2.535581674973894,0.002429252674603548,19345.36923378052,8998.329203187079,-23995.057498593167,5.071163349947788,0.0
699,Glonass 730 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,91.0,19132,19419,0.0056,64.81,681.53,1415.0,,1000.0,2009-12-14,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2009-070A,36111,,2009,12,14,(Glonass 41-1 Cosmos 2456),1.5882496193148399,25790,25503,51293,25646.5,287,51292.197067390276,25646.098533695138,0.00015371870166081816,40874.566590104936,40891.799999999996,10332.182110276526,113.54046275029148,10332.182110276524,1.5882496193148397,143.5,2.962343436502563,2.9633391298259686,0.0009984441959785728,19416.81928922495,24033.888833046516,-8950.56655247657,5.926678259651937,0.0
700,Glonass 731 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,339.0,19119,19146,0.000529,64.76,675.85,1415.0,,1000.0,2010-03-01,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2010-007A,36400,,2010,3,1,(Glonass 42-1 Cosmos 2459),5.916666164260777,25517,25490,51007,25503.5,27,51006.99285392151,25503.496426960755,0.00015501338036915557,40533.18037589102,40551.0,38168.74485396404,112.59216771080838,38168.74485396404,5.916666164260777,13.5,5.916476493944118,0.36689853040525383,0.00018967033751314476,19119.905655570095,18939.839976130006,17079.546018299312,0.7337970608105077,0.0
701,Glonass 732 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,253.0,19131,19133,3.9200000000000004e-05,64.77,675.81,1415.0,,1000.0,2010-03-01,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2010-007C,36402,,2010,3,1,(Glonass 42-3 Cosmos 2460),4.4156830075456535,25504,25502,51006,25503.0,2,51005.999960788926,25502.999980394463,0.00015501793907225363,40531.98839297562,40548.6,28484.980731730084,112.5888566471545,28484.980731730087,4.4156830075456535,1.0,4.415645520828853,1.867577272852674,3.748671678448638e-05,19132.292324977352,-21140.8065745586,-14264.266755226647,3.735154545705348,-2.651656672014724e-12
702,Glonass 733 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,7.0,18864,19130,0.00524,64.78,670.47,1415.0,,1000.0,2009-12-14,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2009-070B,36112,,2009,12,14,(Glonass 41-2 Cosmos 2457),0.12217304763960307,25501,25235,50736,25368.0,266,50735.30269940251,25367.651349701257,0.0001562570142444339,40210.580866154,40228.200000000004,781.8724057307722,111.69605796153888,781.8724057307722,0.12217304763960307,133.0,0.12281498166055063,0.12345859350719687,0.0006419426141263224,18865.07293398214,24598.60166258731,6200.255117380579,0.24691718701439375,0.0
703,Glonass 734 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,154.0,19098,19129,0.000608,64.8,675.08,1415.0,,1000.0,2009-12-14,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2009-070C,36113,,2009,12,14,(Glonass 41-3 Cosmos 2458),2.6878070480712677,25500,25469,50969,25484.5,31,50968.99057270018,25484.49528635009,0.00015518676829818825,40487.89324039903,40504.8,17319.82099728181,112.46637011221954,17319.820997281808,2.6878070480712677,15.5,2.688073432158461,2.6883397434846388,0.00026638412067393107,19127.428241545225,15711.211202022192,-20065.329149505807,5.3766794869692776,0.0
704,Glonass 735 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,304.0,19128,19135,0.00013700000000000002,64.77,675.81,1415.0,,1000.0,2010-03-01,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2010-007B,36401,,2010,3,1,(Glonass 42-2 Cosmos 2461),5.305800926062762,25506,25499,51005,25502.5,7,51004.999519654935,25502.499759827468,0.00015502249799879674,40530.7964217449,40548.6,34226.005867251246,112.58554561595805,34226.005867251246,5.305800926062761,3.5,5.305687339213498,0.9776115591653759,0.00011358684910831355,19129.5465970881,-9564.147142054066,23641.16294026271,1.9552231183307518,0.0
705,Glonass 736 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,308.0,18909,19123,0.00421,64.82,671.2,1415.0,,1000.0,2010-09-02,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2010-041C,37139,,2010,9,2,(Glonass 43-1 Cosmos 2464),5.375614096142535,25494,25280,50774,25387.0,214,50773.54901914972,25386.77450957486,0.00015608162953695677,40255.76440878882,40272.0,34441.04288307488,111.82156780219117,34441.04288307488,5.3756140961425345,107.0,5.372287949715139,0.9142277949471779,0.0033261452708780964,18950.479049173442,-6469.05910773162,24548.733932085543,1.8284555898943557,0.0
706,Glonass 737 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,13.0,19116,19380,0.00515,64.84,680.43,1415.0,,1000.0,2010-09-02,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2010-041B,37138,,2010,9,2,(Glonass 43-2 Cosmos 2465),0.22689280275926285,25751,25487,51238,25619.0,264,51237.319875262794,25618.659937631397,0.00015396627563926197,40808.84129392652,40825.799999999996,1473.65260228068,113.35789248312922,1473.65260228068,0.22689280275926285,132.0,2.946349751714069,2.9473463655786953,0.000999137779385326,19377.431106628992,23709.900657659124,-9704.188360001439,5.894692731157391,0.0
707,Glonass 742 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,250.0,19126,19158,0.000627,64.82,676.2,1415.0,,1000.0,2011-10-02,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2,2011-055A,37829,,2011,10,2,(Glonass-M Cosmos 2474),4.363323129985824,25529,25497,51026,25513.0,32,51025.98996589875,25512.994982949374,0.0001549268074444639,40555.83027121951,40572.0,28163.77102168022,112.65508408672085,28163.77102168021,4.363323129985822,16.0,4.362734069034725,1.9210402357781236,0.0005890608965376437,19147.480030643877,-19505.39866281137,-16445.439660815275,3.842080471556247,0.0
708,Glonass 743 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,64.0,19142,19204,0.00121,64.8,677.46,1415.0,,1000.0,2011-11-04,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2011-064A,37867,,2011,11,4,(Glonass 44-2 Cosmos 2476),1.117010721276371,25575,25513,51088,25544.0,62,51087.96237862692,25543.98118931346,0.00015464486607291014,40629.76978632619,40647.600000000006,7223.070184235768,112.86047162868387,7223.070184235768,1.1170107212763707,31.0,2.169536616663352,2.1705357922049426,0.0009995163561628561,19190.419956451933,-9268.470841595506,-23803.16260036137,4.341071584409885,0.0
709,Glonass 744 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,253.0,19150,19199,0.000959,64.8,677.5,1415.0,,1000.0,2011-11-04,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2011-064B,37868,,2011,11,4,(Glonass 44-3 Cosmos 2477),4.4156830075456535,25570,25521,51091,25545.5,49,51090.976502705445,25545.488251352723,0.00015463124544145637,40633.34864335946,40650.0,28556.214463249842,112.87041289822072,28556.214463249842,4.415683007545653,24.5,4.414766168352151,1.8693358488811114,0.0009168389727885971,19181.68403775044,-21125.653032218823,-14362.42195704496,3.7386716977622227,0.0
710,Glonass 745 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,205.0,19139,19212,0.00143,64.78,677.54,1415.0,,1000.0,2011-11-04,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2011-064C,37869,,2011,11,4,(Glonass 44-1 Cosmos 2475),3.5779249665883754,25583,25510,51093,25546.5,73,51092.94784997241,25546.473924986203,0.00015462216613124568,40635.734606423255,40652.399999999994,23139.793317546577,112.87704057339793,23139.793317546577,3.5779249665883754,36.5,3.5773214047024435,2.706467073572226,0.0006035623197248021,19208.618090677144,16468.156736485347,-19530.04601438478,5.412934147144452,0.0
711,Glonass 747 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,337.0,19087,19173,0.0016899999999999999,64.77,675.73,1415.0,,1000.0,2013-04-26,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2,2013-019A,39155,,2013,4,26,(Glonass-M Cosmos 2485),5.8817595792208905,25544,25458,51002,25501.0,86,51001.92749298795,25500.963746493973,0.00015503617611924953,40527.22057816193,40543.8,37937.98148566825,112.57561271711646,37937.98148566824,5.88175957922089,43.0,5.881098214760001,0.4027489718672368,0.000661365164432418,19090.34043322304,17665.874260384855,18390.674972979836,0.8054979437344736,0.0
712,Glonass 751 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,114.0,19106,19154,0.000941,64.8,675.75,1415.0,,1000.0,2016-02-07,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2016-008A,41330,,2016,2,7,(Glonass-M Cosmos 2514),1.9896753472735358,25525,25477,51002,25501.0,48,51001.97741264548,25500.98870632274,0.00015503617611924953,40527.22057816193,40545.0,12833.619849751278,112.57561271711646,12833.619849751276,1.9896753472735356,24.0,1.9905346646547464,1.9913938171230103,0.0008593172327991933,19139.779066070045,-16998.265714389476,-19009.46195005814,3.9827876342460207,0.0
713,Glonass 753 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,76.0,19094,19153,0.00116,64.8,675.49,1415.0,,1000.0,2016-05-29,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2016-032A,41554,,2016,5,29,(Glonass-M Cosmos 2516),1.3264502315156905,25524,25465,50989,25494.5,59,50988.96586517518,25494.48293258759,0.00015509547122452612,40511.72647126263,40529.4,8552.475588377665,112.53257353128508,8552.475588377667,1.3264502315156905,29.5,2.1030430626446712,2.1040423049367125,0.0009995364885911975,19138.507741598154,-12318.904824767036,-22320.69548882855,4.208084609873425,0.0
714,Glonass 754 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,159.0,19084,19177,0.00182,64.81,675.74,1415.0,,1000.0,2014-03-23,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2014-012A,39620,,2014,3,23,(Glonass-M Cosmos 2491 RS-46),2.775073510670984,25548,25455,51003,25501.5,93,51002.915210799474,25501.457605399737,0.00015503161652227936,40528.412514337935,40544.4,17900.048860499257,112.5789236509387,17900.048860499253,2.7750735106709836,46.5,2.7757246340048365,2.776375204880441,0.0006511241820464127,19173.8408371093,18995.667282508108,-17014.41048706561,5.552750409760882,0.0
715,Glonass 755 ,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,48.0,19114,19146,0.000627,64.77,675.73,1415.0,,1000.0,2014-06-14,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2014-032A,40001,,2014,6,14,(Glonass-M Cosmos 2500),0.8377580409572782,25517,25485,51002,25501.0,32,51001.989961177,25500.9949805885,0.00015503617611924953,40527.22057816193,40543.8,5403.62941042159,112.57561271711646,5403.62941042159,0.8377580409572781,16.0,0.8382241883326018,0.8386904334494064,0.00046614738255697463,19119.30672579112,-2712.8690564476087,25356.28303556735,1.6773808668988128,0.0
765,Hisaki ,Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Space Science,,Elliptical,,8.0,952,1155,0.0137,31.0,106.27,348.0,,900.0,2013-09-14,1.0,NEC Corporation,Japan,Uchinoura Space Center,Epsilon,2013-049A,39253,Carries extreme ultraviolet telescope to observe the planets and measure their interaction with plasma generated by Jupiters moon Io and investigate the mechanism of how the atmosphere of the terrestrial planets escapes into space.,2013,9,14,(Sprint A Spectroscopic Planet Observatory for Recognition of Interaction of Atmosphere),0.13962634015954636,7526,7323,14849,7424.5,203,14847.612333301271,7423.8061666506355,0.0009868884078601983,6366.66238769891,6376.2,141.4813863933091,17.685173299163637,141.4813863933091,0.13962634015954634,101.5,3.0694844766104574,3.0704648505753918,0.0009871184702675648,1154.9513247647092,7349.503070398256,-1052.519732663973,6.1409297011507835,0.0
791,Improved Trumpet 4 ,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,176.0,1111,37564,0.7090000000000001,63.0,684.0,4000.0,,,2006-06-28,,National Reconnaissance Laboratory,USA,Vandenberg AFB,Delta 4,2006-027A,29249,Speculation on purpose - HEO indicates possible SBIRS-HEO test payload; may also carry NASA's TWINS-A science payload to map the Earth's magnetosphere.,2006,6,28,(NROL-22 National Reconnaissance Office Launch-22 SBIRS HEO-1 Twins 1 USA 184),3.07177948351002,43935,7482,51417,25708.5,36453,36261.36621805638,18130.68310902819,0.00015316296263935094,41022.876542121005,41040.0,20055.6285317036,113.952434839225,20055.6285317036,3.0717794835100194,18226.5,3.1406334564934824,3.1411968467035303,0.0009643537267470644,37564.818114892114,25708.49194485426,-14.35249695540538,6.2823936934070606,0.0
792,Improved Trumpet 5 ,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,295.0,1112,37580,0.7090000000000001,63.56,684.0,4200.0,,,2008-03-13,,National Reconnaissance Laboratory,USA ,Vandenberg AFB,Atlas 5,2008-010A,32706,Reported to be carrying signals intelligence and early warning payloads.,2008,3,13,(NROL-28 National Reconnaissance Office Launch-28 SBIRS HEO-2 Twins 2 USA 200),5.1487212933832724,43951,7483,51434,25717.0,36468,36270.391947151606,18135.195973575803,0.00015308703362732477,41043.22331096557,41040.0,33632.64132426346,114.00895364157103,33632.64132426345,5.148721293383272,18234.0,4.231237613607327,2.6515151338685956,0.7279478802555043,27784.39806076869,14321.637345991347,-15062.798552347946,5.303030267737191,0.0
793,Improved Trumpet 6 ,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,95.0,2103,37746,0.6779999999999999,62.85,707.55,4200.0,,,2014-12-13,,National Reconnaissance Laboratory,USA,Vandenberg AFB,Atlas 5,2014-081A,40344,NROL-35 will not carry a TWINS payload it is likely that it will play host to the third SBIRS-HEO instrument.,2014,12,13,(NROL-35 National Reconnaissance Office Launch-35 SBIRS HEO-3 USA 259),1.6580627893946132,44117,8474,52591,26295.5,35643,38670.27064813485,19335.135324067425,0.00014806305817961847,42435.87417705042,42453.0,11198.35568561053,117.8774282695845,11198.355685610528,1.658062789394613,17821.5,3.140606830966614,3.1411608057350793,0.000909294093831493,37752.84033679369,26295.49019216988,-16.699671344362102,6.2823216114701586,0.0
814,Integral ,ESA,ESA/USA/Russia,European Space Operations Centre (ESOC)/NASA/Russia,Government,Space Science,,Elliptical,Deep Highly Eccentric,240.0,6292,156833,0.856,53.95,4032.86,4000.0,3414.0,2000.0,2002-10-17,2.0,Alenia Aerospazio (and 28 subcontractors),Italy/International,Baikonur Cosmodrome,Proton,2002-048A,27540,Astronomical satellite for observing the gamma-ray sky.,2002,10,17,(INTErnational Gamma-Ray Astrophysics Laboratory),4.1887902047863905,163204,12663,175867,87933.5,150541,90920.89423229404,45460.44711614702,2.4212371320864875e-05,259503.09550081476,241971.6,173002.06366720985,720.8419319467076,173002.06366720982,4.1887902047863905,75270.5,3.669660130809164,2.991270717482839,0.6953033823237126,146580.33169151234,83989.3320098846,-13462.441325638343,5.982541434965678,0.0
852,Interstellar Boundary EXplorer ,USA,USA,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,Government,Space Science,,Elliptical,Deep Highly Eccentric,256.0,62200,268679,0.601,15.2,,462.0,,,2008-10-19,,Orbital Sciences Corp.,USA,Kwajalein Island,Pegasus XL,2008-051A,33401,Monitor the boundary between heliosphere and interstellar medium.,2008,10,19,(IBEX),4.468042885105484,275050,68571,343621,171810.5,206479,274666.7329692477,137333.36648462384,8.865317879861418e-06,708737.7342049471,,503991.27765685134,1968.7159283470753,503991.2776568513,4.468042885105484,103239.5,3.958919219188008,2.71577926561452,0.5016262503437321,236085.9563972491,113181.90357665437,-103323.17786690028,5.43155853122904,0.0
1069,Meridian-3,Russia,Russia,Military Space Forces (VKS),Military,Communications,,Elliptical,Molniya,116.0,2253,38105,0.675,62.85,645.98,2500.0,,,2010-11-02,,PO Polyot,Russia,Plesetsk Cosmodrome,Soyuz 2-1a,2010-058A,37212,Military communications - designed to replace Molniya and Parus spacecraft; this is the third of the series first success.,2010,11,2,,2.0245819323134224,44476,8624,53100,26550.0,35852,39169.42807854105,19584.714039270526,0.00014593923888956475,43053.43343563826,38758.8,13872.772995927884,119.59287065455072,13872.772995927884,2.0245819323134224,17926.0,3.1402822151371947,3.1410154208534937,0.0011988669350053575,38100.23461237844,26549.982307207712,-22.609871126692216,6.2820308417069874,0.0
1070,Meridian-4,Russia,Russia,Military Space Forces (VKS),Military,Communications,,Elliptical,Molniya,97.0,1722,38637,0.695,64.47,717.88,2500.0,,,2011-05-04,,PO Polyot,Russia,Plesetsk Cosmodrome,Soyuz 2-1a,2011-018A,37398,Military communications - designed to replace Molniya and Parus spacecraft; this is the fourth of the series.,2011,5,4,,1.6929693744344996,45008,8093,53101,26550.5,36915,38170.655954541835,19085.327977270917,0.00014593511640924035,43054.64964004884,43072.8,11600.83615301316,119.59624900013567,11600.83615301316,1.6929693744344996,18457.5,3.140185266019557,3.140995647394133,0.0013603896947132288,38632.07922510612,26550.481073935116,-22.788112682564684,6.281991294788266,0.0
1071,Meridian-6 ,Russia,Russia,Military Space Forces (VKS),Military,Communications,,Elliptical,Molniya,47.0,1494,38860,0.7040000000000001,63.77,718.04,2500.0,,,2012-11-14,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2-1a,2012-063A,38995,Military communications - designed to replace Molniya and Parus spacecraft; this is the sixth of the series.,2012,11,14,(Meridian 16L),0.8203047484373349,45231,7865,53096,26548.0,37366,37722.23826869238,18861.11913434619,0.0001459557307519401,43048.56873251664,43082.399999999994,5620.2298067452275,119.579357590324,5620.2298067452275,0.8203047484373348,18683.0,3.140378195799653,3.1410864869375583,0.0012038548217713433,38866.778217142404,26547.986396557484,-19.093735798001923,6.282172973875117,0.0
1072,Meridian-7 ,Russia,Russia,Military Space Forces (VKS),Military,Communications,,Elliptical,Molniya,150.0,962,39398,0.7240000000000001,62.82,717.88,2500.0,,,2014-10-30,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2-1a,2014-069A,40296,Military communications - designed to replace Molniya and Parus spacecraft; this is the seventh of the series.,2014,10,30,(Meridian 17L),2.6179938779914944,45769,7333,53102,26551.0,38436,36640.091539186964,18320.045769593482,0.00014593099412299812,43055.86585591129,43072.8,17939.944106629704,119.59962737753136,17939.944106629704,2.617993877991494,19218.0,3.1402999910403873,3.141075438570336,0.0013567510733238472,39402.90793947543,26550.98579461216,-18.950802278655832,6.282150877140672,0.0
