,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,trueAnomadj,flightpath,distanceAt,cartX,cartY
338,Eutelsat 5 West A ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,355.07,35769,35805,0.00042699999999999997,0.04,1436.08,4050.0,1805.0,11000.0,2002-07-05,15.0,Alcatel Space Industries,France,Guiana Space Center,Ariane 5,2002-035A,27460,45 transponders; Ku and C-band frequencies Americas Europe and Africa.,2002,7,5,(Atlantic Bird 3 Stellat 5),6.197140575056266,42176,42140,84316,42158.0,36,84315.99231462558,42157.99615731279,7.293716284091653e-05,86145.18391514434,86164.79999999999,84965.47347986195,239.2921775420676,84965.47347986195,6.197140575056266,18.0,6.197103863657752,0.08611816273251717,0.17223632546503434,3.671140181968614e-05,35769.06518839139,41534.22837287801,7225.290855924741
339,Eutelsat 7 West A ,France,Multinational,Eutelsat S.A./Nilesat,Commercial,Communications,,GEO,,353.0,35774,35799,0.000297,0.06,1436.09,4600.0,,12000.0,2011-09-24,15.0,Astrium,France,Sea Launch (Odyssey),Zenit 3SL,2011-051A,37816,Replaces Atlantic Bird 4A at 7 West.,2011,9,24,(Atlantic Bird 7),6.161012259539984,42170,42145,84315,42157.5,25,84314.9962936606,42157.4981468303,7.293846042816265e-05,86143.65137810822,86165.4,84468.63593464502,239.28792049474504,84468.635934645,6.161012259539982,12.5,6.160976053672,0.12224546471359779,0.24449092942719558,3.620586953911987e-05,35774.07260573146,40903.76451371197,10204.746234054563
340,Eutelsat 70B ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,70.0,35780,35800,0.00023700000000000001,0.06,1436.28,5250.0,,,2012-12-03,15.0,EADS Astrium,France,Sea Launch (Odyssey),Zenit 3SL,2012-069A,39020,Replaced Eutelsat 70A.,2012,12,3,(Eutelsat W5A),1.2217304763960306,42171,42151,84322,42161.0,20,84321.99762813971,42160.998814069855,7.292937812532453e-05,86154.37932820884,86176.8,16752.240424929496,239.31772035613568,16752.240424929496,1.2217304763960304,10.0,1.2219532016009886,1.2221759358243869,2.4443518716487738,0.00022272520200654605,35786.584572406304,-32321.331352840218,27071.782714665125
341,Eutelsat 7A  ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,7.06,35769,35802,0.000391,0.06,1436.07,4300.0,2000.0,,2004-03-15,15.0,Astrium,France,Baikonur Cosmodrome,Proton M,2004-008A,28187,58 Ku-band transponders; covers whole of sub-Saharan Africa and provides connectivity to Europe and Middle East.,2004,3,15,(Eutelsat W3A),0.12322024519079966,42173,42140,84313,42156.5,33,84312.99354192092,42156.49677096046,7.294105571808137e-05,86140.58633130047,86164.2,1689.3126097193924,239.27940647583463,1689.3126097193924,0.12322024519079965,16.5,0.12326832113527184,0.12331640641085707,0.24663281282171415,4.807594805456059e-05,35769.141881703305,40880.84358663888,10292.089373274897
342,Eutelsat 7B ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,7.0,35784,35794,0.00011899999999999999,0.03,1436.21,5404.0,,,2013-05-14,15.0,Thales Alenia Space,France,Baikonur Cosmodrome,Proton M,2013-022A,39163,53 Ku-band and three Ka-band transponders.,2013,5,14,,0.12217304763960307,42165,42155,84320,42160.0,10,84319.99940702088,42159.99970351044,7.293197287664971e-05,86151.31415416906,86172.6,1675.1644418866206,239.30920598380294,1675.1644418866206,0.12217304763960306,5.0,0.12218755180459859,0.12220205682625701,0.24440411365251402,1.4504165095691331e-05,35784.02036512408,40907.07599677596,10201.800425913068
343,Eutelsat 8 West A  ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,351.91,35766,35806,0.00047400000000000003,0.06,1436.1,3150.0,1368.0,7400.0,2001-09-25,15.0,Alcatel Space Industries,France,Guiana Space Center,Ariane 4,2001-042A,26927,European and American coverage.,2001,9,25,(Atlantic Bird 2),6.141988170693246,42177,42137,84314,42157.0,40,84313.99051165827,42156.99525582913,7.293975805388373e-05,86142.11885016024,86166.0,84206.31401266638,239.28366347266734,84206.31401266636,6.141988170693244,20.0,6.141921434095258,0.14133062534858834,0.2826612506971767,6.673660523514804e-05,35766.2166300509,40484.06624427211,11758.10351258079
344,Eutelsat 8 West B,NR,Multinational,Eutelsat S.A./Nilesat,Commercial,Communications,,GEO,,352.0,35773,35814,0.00048600000000000005,0.1,1436.1,5800.0,,,2015-08-20,15.0,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2015-039B,40875,Shared by Eutelsat and Nilesat.,2015,8,20,,6.14355896702004,42185,42144,84329,42164.5,41,84328.99003308412,42164.49501654206,7.292029770721173e-05,86165.10772360968,86166.0,84250.3275519739,239.34752145447132,84250.32755197391,6.143558967020041,20.5,6.14349129632508,0.13976169784099635,0.2795233956819927,6.767070269458495e-05,35773.20767225795,40527.97100915617,11633.081884943002
345,Eutelsat 8 West C ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,8.0,35756,35815,0.0007,0.09,1436.06,3800.0,1900.0,9000.0,2002-08-28,12.0,Alcatel Space Industries,France,Cape Canaveral,Atlas 5,2002-038A,27499,Cable programming; direct-to-home broadcasting; 28 Ku-band 4 Ka-band transponders,2002,8,28,(Eutelsat Hot Bird 13A Hot Bird 6),0.13962634015954636,42186,42127,84313,42156.5,59,84312.97935668031,42156.48967834016,7.294105571808137e-05,86140.58633130047,86163.59999999999,1914.235251806677,239.27940647583463,1914.235251806677,0.13962634015954636,29.5,0.13972382890821483,0.13982135146854383,0.27964270293708765,9.748877178130423e-05,35756.27803543094,40518.89357654119,11635.707511143506
346,Eutelsat 8 West C ,Mexico,Multinational,Eutelsat Americas,Commercial,Communications,,GEO,,243.2,35779,35795,0.00018999999999999998,0.02,1436.1,5474.0,2317.0,,2013-03-26,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2013-012A,39122,24 C-band 40 Ku-band.,2013,3,26,(Satmex 8),4.244640740850209,42166,42150,84316,42158.0,16,84315.9984819014,42157.9992409507,7.293716284091653e-05,86145.18391514434,86166.0,58195.85757823084,239.2921775420676,58195.85757823084,4.244640740850209,8.0,4.2444711640717925,2.038883712619226,4.077767425238452,0.00016957677741440645,35790.612750477805,-24994.331360962176,-33949.673375664526
347,Eutelsat 9A ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,329.99,35775,35799,0.000285,0.07,1436.1,4100.0,1740.0,10000.0,2006-03-11,15.0,Alcatel Alenia Space,France,Guiana Space Center,Ariane 5,2006-007B,28945,38 Ku-band transponders.,2006,3,11,(Eurobird 9A Hot Bird 7A),5.7594119986560885,42170,42146,84316,42158.0,24,84315.99658427812,42157.99829213906,7.293716284091653e-05,86145.18391514434,86166.0,78964.0256671069,239.2921775420676,78964.0256671069,5.759411998656088,12.0,5.759269420393297,0.5240584826446212,1.0481169652892424,0.0001425782661663644,35776.59658436613,21045.423379819207,36529.26238852301
348,Eutelsat Hot Bird  13D ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,359.93,35766,35806,0.00047400000000000003,0.06,1436.07,4892.0,2240.0,11000.0,2009-02-11,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2009-008B,33750,64 Ku-band transponders.,2009,2,11,(Eutelsat 3C Hot Bird 10 Atlantic Bird 4A),6.28196357670319,42177,42137,84314,42157.0,40,84313.99051165827,42156.99525582913,7.293975805388373e-05,86142.11885016024,86164.2,86125.36899371716,239.28366347266734,86125.36899371716,6.281963576703189,20.0,6.281962997328464,0.0012228893632477394,0.002445778726495479,5.793747902605021e-07,35766.01759692728,42156.87391198376,103.10657937520621
349,Eutelsat Hot Bird 13B ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,13.08,35759,35812,0.000629,0.02,1436.06,4900.0,,14000.0,2006-08-04,15.0,EADS Space,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton/Breeze M,2006-032A,29270,64 Ku-band transponders.,2006,8,4,(Hot Bird 8),0.2282890661608583,42183,42130,84313,42156.5,53,84312.98334183176,42156.49167091588,7.294105571808137e-05,86140.58633130047,86163.59999999999,3129.774636703917,239.27940647583463,3129.774636703917,0.2282890661608583,26.5,0.22843150324447398,0.22857398398664636,0.4571479679732927,0.00014243710938505153,35759.67238487863,37827.66003974868,18607.484820652044
350,Eutelsat Hot Bird 13C ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,0.99,35786,35787,1.1900000000000001e-05,0.06,1436.09,4880.0,2338.0,14500.0,2008-12-20,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5,2008-065A,33459,64 Ku-band transponders.,2008,12,20,(Hot Bird 9),0.017278759594743863,42158,42157,84315,42157.5,1,84314.99999406986,42157.49999703493,7.293846042816265e-05,86143.65137810822,86165.4,236.89504128979763,239.28792049474504,236.89504128979758,0.017278759594743856,0.5,0.01727896520419821,0.017279170814874702,0.034558341629749405,2.0560945437124663e-07,35785.99840063873,42132.32859731981,1456.6033149657167
351,Eutelsat KA-SAT 9A ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,9.0,35714,35856,0.00168,0.13,1436.01,6150.0,3200.0,11000.0,2010-12-26,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton,2010-069A,37258,First satellite with exclusively Ka-band communications payload.,2010,12,26,(KA-SAT),0.15707963267948966,42227,42085,84312,42156.0,142,84311.88042025869,42155.940210129345,7.294235342075716e-05,86139.05382152893,86160.6,2153.4763455382235,239.27514950424703,2153.476345538223,0.15707963267948963,71.0,0.157342879390345,0.15760634485363054,0.3152126897072611,0.00026324706715772473,35715.05277626505,40078.993382817214,13069.129310003103
355,Express AM22 ,Russia,Russia/Multinational,Russian Satellite Communications Company (Intersputnik)/EUTELSAT,Commercial,Communications,,GEO,,53.04,35781,35790,0.00010700000000000001,0.02,1436.06,2600.0,,6000.0,2003-12-28,12.0,NPO-PM/Alcatel,Russia/France,Baikonur Cosmodrome,Proton K,2003-060A,28134,12 of the 24 transponders are referred to as SESAT-2 (EUTELSAT); 26 C-band 4 Ku-band.,2003,12,28,(Sesat 2),0.9257226352577924,42161,42152,84313,42156.5,9,84312.99951964703,42156.49975982351,7.294105571808137e-05,86140.58633130047,86163.59999999999,12691.37971947827,239.27940647583463,12691.37971947827,0.9257226352577924,4.5,0.9258081396930647,0.9258936468784371,1.8517872937568742,8.55044352408904e-05,35782.78818942907,-11690.329934246447,40503.16851291612
356,Express AMU1 ,NR (1/16),Russia,Russian Satelite Communications Company (Intersputnik),Commercial,Communications,,GEO,,36.0,35792,35795,3.5600000000000005e-05,0.1,1436.1,2700.0,,,2015-12-24,15.0,Airbus Defense and Space,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M,2015-082A,41191,,2015,12,24,(Eutelsat 36C),0.6283185307179586,42166,42163,84329,42164.5,3,84328.99994663757,42164.49997331879,7.292029770721173e-05,86165.10772360968,86166.0,8616.510772360967,239.34752145447132,8616.510772360967,0.6283185307179586,1.5,0.6283394564756232,0.6283603825346301,1.2567207650692602,2.092575767008755e-05,35792.28563848772,13026.190429140217,40101.91293590021
357,Express-A1R ,Russia,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,,GEO,,13.97,35774,35798,0.000285,0.02,1436.1,2600.0,,6000.0,2002-06-10,10.0,NPO-PM/Alcatel,Russia,Baikonur Cosmodrome,Proton K,2002-029A,27441,10 C-band transponders; data transmission TV and radio broadcasting; communications Internet video-conference others; digital format to Russia and neighboring countries.,2002,6,10,(Express 4A Ekspress-A No. 4),0.24382249650360785,42169,42145,84314,42157.0,24,84313.9965841971,42156.99829209855,7.293975805388373e-05,86142.11885016024,86166.0,3342.7927787131634,239.28366347266734,3342.792778713163,0.2438224965036078,12.0,0.24389131847551415,0.24396014996683962,0.48792029993367925,6.882197442978852e-05,35774.34082361195,37237.68746487726,19762.774340211283
358,Express-AM2,Russia,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,,GEO,,145.0,35785,35788,3.5600000000000005e-05,0.04,1436.1,2542.0,,6000.0,2005-03-29,12.0,NPO-PM/Alcatel,Russia/France,Baikonur Cosmodrome,Proton K,2005-010A,28629,16 C-band 12 Ku-band; 1 L-band.,2005,3,29,,2.530727415391778,42159,42156,84315,42157.5,3,84314.99994662871,42157.499973314356,7.293846042816265e-05,86143.65137810822,86166.0,34696.748471738036,239.28792049474504,34696.74847173803,2.530727415391777,1.5,2.530747834117464,2.530768252545429,5.061536505090858,2.041872569288628e-05,35787.729406698876,14421.949679327,-39613.91386508379
359,Express-AM3,Russia,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,,GEO,,103.0,35777,35795,0.000213,0.09,1436.1,2600.0,,4200.0,2005-06-24,12.0,NPO-PM/Alcatel,Russia/France,Baikonur Cosmodrome,Proton K,2005-023A,28707,16 C-band 12 Ku-band; 1 L-band; video and radio transmissions to all of Russia.,2005,6,24,,1.7976891295541595,42166,42148,84314,42157.0,18,84313.99807861088,42156.99903930544,7.293975805388373e-05,86142.11885016024,86166.0,24646.21733768474,239.28366347266734,24646.217337684735,1.797689129554159,9.0,1.7978966604342044,1.7981041863351628,3.5962083726703256,0.0002075308773045505,35788.02175042648,-37875.10671566185,-18511.859027620554
360,Express-AM33,Russia,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,,GEO,,96.53,35782,35791,0.00010700000000000001,0.05,1436.1,2600.0,,,2008-01-28,12.0,NPO-PM/Thales Alenia Space,Russia/France,Baikonur Cosmodrome,Proton M,2008-003A,32478,10 C-band 16 Ku-band; 1 L-band; Russian Federation and Asian Pacific region.,2008,1,28,,1.6847663269501263,42162,42153,84315,42157.5,9,84314.99951965842,42157.49975982921,7.293846042816265e-05,86143.65137810822,86166.0,23098.462965357743,239.28792049474504,23098.46296535774,1.684766326950126,4.5,1.684872631488336,1.684978935378774,3.369957870757548,0.00010630453781731988,35787.01346603435,-41062.99802704955,-9543.846092781683
361,Express-AM44,Russia,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,,GEO,,349.0,35987,35995,9.44e-05,0.11,1446.57,2532.0,,,2009-02-11,12.0,NPO-PM/Thales Alenia Space,Russia/France,Baikonur Cosmodrome,Proton M,2009-007A,33595,16 Ku-band; 10 C-band 1 L-band transponder.,2009,2,11,,6.09119908946021,42366,42358,84724,42362.0,8,84723.999622303,42361.9998111515,7.241093932808652e-05,86771.21669021746,86794.2,84119.87395801638,241.0311574728263,84119.87395801638,6.0911990894602095,4.0,6.091181075421765,0.19202224663098086,0.3840444932619617,1.8014038520730636e-05,35987.07451333972,39276.21885350259,15871.914639566487
362,Express-AM5,Russia,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,,GEO,,140.0,35420,35940,0.00618,0.08,1430.6,3400.0,,,2013-12-26,15.0,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,2013-077A,39487,Commercial comsat to cover western Russia. Services include provide mobile presidential and governmental communications digital television and radio broadcasting services multimedia services (telephony videoconferencing data transmission access to the Internet) and VSAT networks.,2013,12,26,,2.443460952792061,42311,41791,84102,42051.0,520,84100.3924128776,42050.1962064388,7.321572597400525e-05,85817.42820402258,85836.0,33373.444301564334,238.38174501117385,33373.44430156434,2.4434609527920617,260.0,2.44741466274553,2.451359006766272,4.902718013532544,0.003953733854807156,35879.73482554834,7955.292142902011,-41290.855492632334
363,Express-AM6,Russia,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,,GEO,,53.0,34094,37636,0.0419,0.53,1440.09,3358.0,1100.0,14000.0,2014-10-21,15.0,ISS Reshetnev ,Russia,Baikonur Cosmodrome,Proton M,2014-064A,40277,New and improved version of Express-AM5,2014,10,21,,0.9250245035569946,44007,40465,84472,42236.0,3542,84397.70743331836,42198.85371665918,7.273520936694793e-05,86384.37095136441,86405.4,12717.69905672865,239.95658597601226,12717.69905672865,0.9250245035569946,1771.0,0.9593529594705228,0.9940911064288542,1.9881822128577085,0.034325239501246406,34849.11052241046,-17121.297874825283,38576.15603827298
364,Express-AM7,Russia,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,,GEO,,40.0,35777,35796,0.000225,0.01,1436.1,5720.0,,18000.0,2015-03-18,15.0,Airbus Defense and Space,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M,2015-012A,40505,,2015,3,18,,0.6981317007977318,42167,42148,84315,42157.5,19,84314.99785921838,42157.49892960919,7.293846042816265e-05,86143.65137810822,86166.0,9571.516819789802,239.28792049474504,9571.516819789802,0.6981317007977317,9.5,0.6982763529421547,0.698421017552326,1.396842035104652,0.00014465214556244182,35779.23461535032,7296.548679401314,41521.26077171387
365,Express-AM8,NR (12/15),Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,,GEO,,346.0,35784,35788,4.74e-05,0.03,1436.09,2100.0,,,2015-09-14,15.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton DM,2015-048A,40895,,2015,9,14,,6.03883921190038,42159,42155,84314,42157.0,4,84313.9999051166,42156.9999525583,7.293975805388373e-05,86142.11885016024,86165.4,82792.14756154291,239.28366347266734,82792.1475615429,6.038839211900378,2.0,6.038827744275108,0.24436903079347022,0.48873806158694044,1.1467625282271434e-05,35784.061120065184,37221.51377595089,19793.22006003399
366,Express-AT1,Russia,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,,GEO,,56.0,35781,35804,0.000273,0.06,1436.4,1726.0,,,2014-03-15,15.0,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,2014-010A,39612,Russian domestic comsat providing fixed and mobile satellite communications data services broadband software distribution and TV to Russia and neighboring countries.,2014,3,15,,0.9773843811168246,42175,42152,84327,42163.5,23,84326.99686340075,42163.49843170038,7.292289192009983e-05,86162.04242234313,86184.0,13402.984376808934,239.33900672873094,13402.984376808932,0.9773843811168244,11.5,0.97761074293045,0.977837122015206,1.955674244030412,0.00022636181239589365,35786.06549459289,-15830.116908051385,39078.997138096376
