name, sec_per_longdegree, semiminorA, meanmotion, semimajorA, eccentricity
Amos 2, 239.28366347266734, 42156.999240932695, 7.293975805388373e-05, 42157.0, 0.00018999999999999998
Amos 3, 239.28366347266734, 42156.999893256165, 7.293975805388373e-05, 42157.0, 7.120000000000001e-05
Amos 4, 238.675169310813, 42085.421086167116, 7.312571546650867e-05, 42085.5, 0.0019399999999999999
Amos 5, 239.41138511588917, 42171.496866959795, 7.290084601237688e-05, 42172.0, 0.00488
Amsat-Oscar 7, 19.118784721158395, 7820.494229906445, 0.0009128871303534302, 7820.5, 0.00121
Angels, 240.25491750039023, 42271.0, 7.264489194030732e-05, 42271.0, 0.0
Anik F1, 239.27940647583463, 42156.499332843094, 7.294105571808137e-05, 42156.5, 0.000178
Anik F1R, 239.28366347266734, 42156.99903930544, 7.293975805388373e-05, 42157.0, 0.000213
Anik F2, 239.27940647583463, 42156.49975982351, 7.294105571808137e-05, 42156.5, 0.00010700000000000001
Anik F3, 239.28366347266734, 42156.999240932695, 7.293975805388373e-05, 42157.0, 0.00018999999999999998
Anik G1, 239.28366347266734, 42156.99799558787, 7.293975805388373e-05, 42157.0, 0.000308
AntelSat, 16.277136120504625, 7024.87444727662, 0.001072258190306404, 7025.0, 0.00598
AprizeSat 1, 16.541990667441368, 7100.918602547138, 0.001055090216819889, 7101.0, 0.00479
AprizeSat 10, 16.343216107142144, 7043.744458737838, 0.0010679227641318429, 7044.0, 0.00852
AprizeSat 2, 16.688967836891262, 7142.57411582127, 0.0010457981997761708, 7143.0, 0.0109
AprizeSat 3, 16.126184194375526, 6981.310048980778, 0.0010822952478758514, 6981.5, 0.007379999999999999
AprizeSat 4, 16.2250307833271, 7009.912624277139, 0.0010757016583215586, 7010.0, 0.00499
AprizeSat 5, 16.270185525109394, 7022.874411521254, 0.0010727162571691662, 7023.0, 0.00598
AprizeSat 7, 16.171247136842155, 6994.437790130098, 0.0010792793142206279, 6994.5, 0.004220000000000001
AprizeSat 8, 16.19899900515908, 7002.399588712429, 0.0010774303100077201, 7002.5, 0.00536
AprizeSat 9, 16.311903936850733, 7034.815136163849, 0.0010699727381617307, 7035.0, 0.00725
Apstar 1A, 239.27089255790472, 42155.49964120933, 7.29436511619127e-05, 42155.5, 0.00013000000000000002
Apstar 6, 239.28366347266734, 42156.999240932695, 7.293975805388373e-05, 42157.0, 0.00018999999999999998
Apstar 7, 239.99067475343645, 42239.99970407197, 7.272487790567112e-05, 42240.0, 0.000118
Apstar 9, 239.27514950424703, 42155.99989325363, 7.294235342075716e-05, 42156.0, 7.120000000000001e-05
Apstar 9A, 239.28792049474504, 42157.49914309434, 7.293846042816265e-05, 42157.5, 0.000202
Arabsat 5C, 239.27940647583463, 42156.49549001909, 7.294105571808137e-05, 42156.5, 0.000463
Arabsat 7F , 239.28366347266734, 42156.999240932695, 7.293975805388373e-05, 42157.0, 0.00018999999999999998
